sample_id,Brand_Name,Product_Description,Pack_Size,Pack_Quantity,Unit_Type,Total_Quantity,Unit_Price_Per_Unit_Calculated,Unit_Price_Per_Pack_Calculated,Num_Bullet_Points,price,is_premium,is_health_eco,is_electronic,is_apparel,is_consumable,is_latest_model,is_home_kitchen,is_baby_pet,is_sports_auto
81813,AMYS,"CHILI SPICY GF ORG, 14.7 OZ",1,14.7,Fl Oz,14.7,0.2802721088435374,4.12,0,4.12,0,0,0,0,0,0,0,0,0
234305,AriZona,Mucho Mango Fruit Juice Cocktail,12,20.0,Fl Oz,240.0,0.0683125,1.36625,5,16.395,0,1,0,0,1,0,1,1,0
154376,Trader,Joe's Dark Chocolate Covered Espresso Beans 14 oz.,1,14.0,Ounce,14.0,1.2210714285714286,17.095,4,17.095,0,0,0,0,1,0,0,0,0
202016,Freeze,Dried Air Heads (Tarbosaurus Tongues) 4.5 Oz,1,4.5,Ounce,4.5,3.4444444444444446,15.5,2,15.5,0,0,0,0,0,0,0,0,0
116291,Klass,Listo Jamaica Hibiscus Blended Mexican Drink Mix (2 x 14.1 oz. Packets),1,28.2,Ounce,28.2,0.7308510638297873,20.61,0,20.61,0,0,0,0,1,0,0,0,0
234372,La,"Costeña Whole Pinto Beans with Jalapeños, 19.75 Oz",1,19.75,Ounce,19.75,0.08,1.58,0,1.58,0,0,0,0,0,0,0,0,0
116974,Colour,"Mill Oil-Based Food Coloring, 100 Milliliters (Navy)",1,3.38,Fl Oz,3.38,5.871301775147929,19.845,5,19.845,0,1,0,1,1,1,0,0,0
178219,Maybelline,"New York Dream Matte Mousse Foundation, Porcelain Ivory, 0.64 Ounce",1,0.64,Ounce,0.64,21.078125,13.49,3,13.49,0,0,0,0,0,1,0,0,0
248217,Marshalls,Creek Spices SAGE GROUND 7 oz. Kraft Stand Up Pouch ECO Friendly Recyclable Mailer,1,7.0,Ounce,7.0,1.8257142857142856,12.78,5,12.78,0,1,0,0,1,0,0,0,0
22148,Dark,Chocolate Nonpareils - 5 LB Resealable Stand Up Candy Bag - Chocolate Discs Topped with White Nonpareils - Gourmet Chocolates - Bulk Candies for Parties or Holidays,1,80.0,Ounce,80.0,0.812375,64.99,5,64.99,1,0,0,1,1,1,0,1,0
7575,Country,"Archer Beef Stick, Jalapeno 1.0 OZ (Pack of 4)",4,1.0,Count,4.0,7.695,7.695,0,30.78,0,0,0,0,0,0,0,0,0
100323,Snyder’s,’s of Hanover Gluten Free Pretzel variety pack,1,21.0,Ounce,21.0,1.1423809523809523,23.99,0,23.99,0,0,0,0,0,0,0,0,0
109029,Camellia,"Brand Dried Black Beans, 1 Pound (Pack of 2)",2,16.0,Ounce,32.0,0.4015625,6.425,5,12.85,0,1,0,1,1,1,0,0,0
38571,Arrowhead,"Mills Organic Green Lentils, 16-Ounce Bags (Pack of 6)",6,2.0,Count,12.0,0.7725,1.545,0,9.27,0,1,0,0,0,0,0,0,0
56340,Iberia,Organic Red Kidney Beans 15.5 oz (Pack of 8),8,15.5,Ounce,124.0,0.24161290322580645,3.745,5,29.96,1,1,0,1,1,0,0,0,0
196576,Buchu,"Leaf (Organic) Tea (Loose) (4 oz, ZIN: 512125) - 3 Pack",1,12.0,Ounce,12.0,10.376666666666667,124.52,5,124.52,0,1,0,1,1,0,0,0,0
274881,Starbucks,"Ground Coffee, 16 caffe verona 32 Ounce (Pack of 2)",2,16.0,Ounce,32.0,0.5309375,8.495,4,16.99,0,0,0,0,1,0,0,0,0
166681,Celestial,"Seasonings Herbal Tea, Red Zinger, 20 Count",1,20.0,Count,20.0,0.2745,5.49,0,5.49,0,0,0,0,1,0,0,0,0
95469,Community,"Coffee Breakfast Blend 36 Count Coffee Pods, Medium Roast, Compatible with Keurig 2.0 K-cup Brewers, 12 Count (Pack of 3)",3,12.0,Count,36.0,0.33972222222222226,4.076666666666667,5,12.23,0,0,1,1,1,0,0,0,0
255445,Don,"Francisco's 100% Colombia Supremo Ground Coffee, Medium Roast, 100% Arabica (12 Ounce Can)",1,12.0,Ounce,12.0,0.5825,6.99,5,6.99,1,1,0,0,1,0,0,0,0
259866,KaBloom,"Flowers - Exotic Perla White Orchid Bouquet of 10 White Orchids Without Vase - Gift for Birthday, Get Well, Easter, Valentine, Mother’s Day Fresh Flowers",1,1.0,Count,1.0,58.13,58.13,5,58.13,0,0,0,0,1,0,0,0,0
59900,Jiva,"Organic Coconut Milk Powder 1.25 LB - Gluten Free, Vegan, Dairy Free, All Natural Plant Based Creamer, Keto Friendly, Full Fat & Premium Sri Lankan Quality",1,20.0,Ounce,20.0,0.599,11.98,6,11.98,1,1,0,1,1,0,0,0,0
61692,Pickled,"Garlic, Sweet, 2-14 Ounce Jars",1,28.0,Ounce,28.0,1.0692857142857144,29.94,0,29.94,0,0,0,0,0,0,0,0,0
56211,Simple,"Mills Rosemary & Sea Salt Almond Flour Crackers Family Size, Pack of 6",1,42.0,Ounce,42.0,0.18,7.56,5,7.56,0,1,1,1,1,0,0,0,0
140715,Equator,"Coffees, Equator Blend Ground Coffee, Medium Dark Roast, Fresh Roasted, Smooth Chocolate & Nutmeg Flavor Notes, Sustainable, 10.5 oz Bag",1,10.5,Ounce,10.5,3.2923809523809524,34.57,5,34.57,0,1,0,1,1,0,0,0,0
186165,Seasons,Brand Imported Skinless & Boneless Sardines in Water No Salt Added -- 4.25 oz - 3PC,1,,None,,,2.54,0,2.54,0,0,0,0,1,0,0,0,0
272258,Yoo-Hoo,"-Hoo Chocolate Drink, 4 ct",1,48.0,Fl Oz,48.0,0.09208333333333334,4.42,0,4.42,0,0,0,0,1,0,0,0,0
191961,Carniceria,"Compare, Mineragua Club Soda, 12.5 Fl Oz",1,12.5,Fl Oz,12.5,0.07519999999999999,0.94,3,0.94,0,0,0,0,1,0,0,0,0
245797,THE,"GOOD CRISP COMPANY Outback BBQ Crinkle Cut Potato Chips, 5.5 OZ",1,5.5,Ounce,5.5,1.2163636363636365,6.69,3,6.69,0,0,0,1,1,0,0,0,0
278964,Carbquik,"Baking Mix, 3 Lb (48 Oz) (Pack of 1)",1,48.0,Ounce,48.0,0.6348958333333333,30.475,5,30.475,0,1,0,0,1,0,0,0,0
133751,GRADY’S,"’S COLD BREW Coffee Pouches | New Orleans Style | 100% Arabica Ground Coffee & Chicory | TWO Coffee Cans, each with 4 Easy-to-Brew Bean Bags | Makes 24 drinks",1,16.0,Ounce,16.0,2.1828125,34.925,5,34.925,1,1,0,1,1,1,0,0,1
188740,Crystal,"Light On The Go Raspberry Lemonade Drink Mix, 10-Packet Box (Pack of 50)",50,1.0,Count,50.0,0.059800000000000006,0.059800000000000006,5,2.99,0,0,0,0,1,0,0,0,0
216435,Beulah's,"'s Christmas Candy Corn, 1 Pound Package, 240 Pieces of Candy",1,16.0,Ounce,16.0,1.299375,20.79,3,20.79,0,0,0,0,0,0,0,0,0
147811,Zabaglione,"Strawberry Pu-erh Tea (50 tea bags, ZIN: 535909) - 3 Pack",1,150.0,Count,150.0,0.3846666666666667,57.7,5,57.7,0,1,0,1,1,0,0,0,0
48188,Haldiram's,'s plain bhujia 35.30 oz,1,35.3,Ounce,35.3,0.7079320113314448,24.99,0,24.99,0,0,0,0,0,0,0,0,0
260170,Food,"to Live - Blanched Whole Almonds, 2 Pounds — Raw, Skinless, Unsalted, Keto, Vegan, Kosher, Bulk. High in Protein, Fiber, Vitamin E, Riboflavin.",1,32.0,Ounce,32.0,0.5510937499999999,17.634999999999998,5,17.634999999999998,0,1,0,0,1,0,1,0,0
24701,Lavazza,Gran Riserva Filtro Ground Coffee Dark Roast 8oz Brick,1,8.0,Ounce,8.0,1.31125,10.49,0,10.49,0,0,0,0,1,0,0,0,0
65474,Sapsquatch,Organic Maple Sugar (4 Pounds),1,64.0,Ounce,64.0,0.99984375,63.99,3,63.99,0,1,0,0,1,0,0,0,0
151954,Bonne,"Maman Assorted Mini Jams - Strawberry, Apricot, Raspberry, Orange Marmalade, Cherry - 8.82 ounces total",1,8.82,Ounce,8.82,1.2993197278911566,11.46,3,11.46,0,0,0,0,0,0,0,0,0
25549,V8,"Juice, 11.5-Ounce Bottles (Pack of 24)",24,11.5,Fl Oz,276.0,0.04635869565217392,0.5331250000000001,4,12.795000000000002,0,0,0,0,1,0,0,0,0
210101,Built,"Bar, Puff Protein Bars, Cookies 'N Cream Puff, 17g Protein Snacks, On-The-Go Bars, Only 140 Calories, 7g Sugar, Collagen, Not Gluten Free, 12 Count",1,16.92,Ounce,16.92,1.7724586288416073,29.99,5,29.99,0,1,0,0,1,0,0,1,1
22348,Reggae,"Spice Jamaican Jerk Marinade | 60-Second Authentic Wet Rub Seasoning Sauce for Cooking Meats | Gluten Free, Vegan, and Keto Friendly | Sweet or Spicy Flavor Wet Paste (Hot & Spicy)",1,11.0,Ounce,11.0,1.5899999999999999,17.49,5,17.49,0,1,0,0,1,0,0,0,0
69365,Absolutely,"Gluten Free Original Crackers, 4.4oz (12 Pack) | Grain Free Crackers | Dairy Free | No Soy, Corn or Rice",1,4.4,Ounce,4.4,18.17954545454545,79.99,5,79.99,0,1,0,0,1,0,0,0,0
43008,Colombina,"Jumbo Spearmint Balls, Individually Wrapped Natural Spearmint Flavored Candy, Ideal for Halloween and Christmas, 2.4 lbs (120 Count)",1,38.0,Ounce,38.0,0.2921052631578947,11.1,5,11.1,1,1,0,1,1,0,0,1,1
182264,Kasugai,Grape Gummy Candy 3.77oz (9 Pack),1,9.0,Count,9.0,0.8877777777777778,7.99,0,7.99,0,0,0,0,0,0,0,0,0
117130,Voortman,"Bakery Vanilla Wafers, Mega Size, 5.17 oz, Case of 9",1,46.53,Ounce,46.53,0.5615731785944551,26.13,0,26.13,0,0,0,1,0,0,0,0,0
236193,Mantova,"Extra Virgin Olive Oil Spray, Cholesterol Free, 8.5 Ounces (Pack Of 6)",1,51.0,Ounce,51.0,0.833235294117647,42.495,0,42.495,0,0,0,0,1,0,0,0,0
202733,5,"Costa Rican Vanilla Beans Whole Grade A Vanilla Pods for Homemade Vanilla Extract, Baking, Ice Cream, Flavoring, & Vanilla Powder",1,5.0,Count,5.0,5.997999999999999,29.99,5,29.99,1,0,0,1,1,1,1,0,0
35395,Campbell's,"'s Chicken and Stars Soup, 10.5-Ounce (Pack of 8)",8,10.5,Ounce,84.0,0.02089285714285714,0.219375,0,1.755,0,0,0,0,0,0,0,0,0
66928,McVities,Milk Chocolate Digestives Roll 266g (Pack of 4),4,1.0,Count,4.0,6.0025,6.0025,2,24.01,0,0,0,0,1,0,0,1,0
201717,You,"Need This Sea Salt Almond Flour Crackers, 99 GR",1,3.49,Ounce,3.49,5.651862464183381,19.725,0,19.725,0,0,0,0,1,0,0,0,0
239169,Food,"to Live Raw Sunflower Seeds in Shell, 1 Pound – Fresh, Crunchy and Nutty Snack for on-the-go, Preservative-free, Great Source of Protein, Fiber, Minerals & Vitamins. Whole Unhulled Seeds.",1,16.0,Ounce,16.0,0.98375,15.74,5,15.74,1,1,0,0,1,0,1,0,0
191671,B.G.,".G. REYNOLDS Passion Fruit Syrup, 375 ml",1,12.6803,Fl Oz,12.6803,1.339873662295056,16.99,4,16.99,0,1,0,0,0,0,0,0,0
240701,Kirkland,"Signature Organic Coconut Water, 33.8 Fluid Ounce (Pack of 9)",9,33.8,Fl Oz,304.2,0.11032215647600264,3.728888888888889,2,33.56,1,1,0,0,1,0,0,0,0
172422,Cosmo's,"'s - Lupini Beans, (1)- 32 oz. Jar",1,32.0,Ounce,32.0,0.5309375,16.99,5,16.99,0,0,0,0,1,0,0,0,0
166878,Asturi,"Classico Bruschettini - Virgin Olive Oil (Snack Size Italian Bruschetta Toasts), Buy TWELVE Bags and SAVE, Each Bag is 4.23 oz (Pack of 12)",12,4.2299999999999995,Ounce,50.75999999999999,0.09830575256107173,0.41583333333333333,0,4.99,0,0,0,1,1,0,0,0,0
31920,HERSHEY'S,'S Milk Chocolate Drops,1,8.0,Ounce,8.0,1.82625,14.61,4,14.61,0,0,0,1,1,0,0,0,0
247546,Lip-Shaped,-Shaped Lollipops - 2 Pound Bulk Pack (About 90 Count) - Cotton Candy Flavor - Blue and Pink Pops,1,32.0,Ounce,32.0,0.5621875,17.99,5,17.99,0,0,0,1,0,0,0,1,0
7411,Expect,MoreGlory Foods Seasoned Southern Style Collard Greens 27.0 oz pack of 6,1,6.0,Count,6.0,0.43333333333333335,2.6,0,2.6,0,0,0,1,0,0,0,0,0
218503,Wellsley,Farms Coarse Kosher Salt. 3 Pounds. Passover Approved. From the Salt Caves in Italy. Natural Sicilian Rock Salt. (3 lb Box with Pop Out Pour.),1,,None,,,7.465,5,7.465,1,1,0,0,1,0,1,0,0
86106,Rugby,Polacrilex 4 mg Nicotine Gum - Smoking and Vaping Quitting Aid - Sugar-Free - Coated Mint Flavor - 100 Count,1,110.0,Count,110.0,0.2953636363636364,32.49,5,32.49,0,0,0,0,1,0,0,0,0
115306,6,PIECES CHAPIS HOJA DE AGUACATE NATURAL HERBS HIERBAS Net Wt. 3/8oz (10.6g),1,1.0,Ounce,1.0,14.99,14.99,3,14.99,0,1,0,0,0,0,0,0,0
182492,Walden,Farms Caramel Syrup,1,12.0,Fluid Ounce,12.0,0.40750000000000003,4.890000000000001,5,4.890000000000001,0,0,0,0,1,0,0,0,0
202254,Tory,"Burch Coco Ginger Shortbread Sandal 9, Pink",1,1.0,Ounce,1.0,298.0,298.0,0,298.0,0,0,0,1,0,0,0,0,0
164888,purely,"elizabeth Ancient Grain Granola Certified Glutenfree Vegan NonGMO Coconut Sugar Delicious Healthy Snack , Blueberry Hemp",1,12.0,ounce,12.0,0.6658333333333334,7.99,5,7.99,0,1,0,1,1,0,0,0,0
7984,Swedish,Fish Tails 2 Flavors in 1,1,4.0,Ounce,4.0,0.31,1.24,5,1.24,0,0,0,1,1,1,0,0,0
3294,Mariani,", Mediterranean Apricots (Pack of 24)",24,1.0,Count,24.0,8.885833333333332,8.885833333333332,0,213.26,0,0,0,0,0,0,0,0,0
181347,Banana,Boat Sunscreen Ultra Mist Dry Oil Broad Spectrum Sun Care Sunscreen Spray - SPF 8,1,6.0,ounce,6.0,1.8558333333333332,11.135,5,11.135,1,0,0,0,1,0,0,0,0
159362,Kirkland,Signature 100% Colombian Dark Roast Decaffeinated Ground Coffee - 1.36kg,1,47.97,Ounce,47.97,0.6939754012924745,33.29,0,33.29,1,0,0,0,1,0,0,0,0
273689,Coombs,Family Farms Organic Pure Maple Sugar - 6 Oz,1,12.0,Ounce,12.0,1.78,21.36,0,21.36,0,1,0,0,1,0,0,0,0
51564,Taza,"Chocolate Organic Stone Ground 80% Dark Bark Snacking Thins, Variety Pack, 4.2 Oz",1,16.8,Ounce,16.8,2.694642857142857,45.27,5,45.27,0,1,0,0,1,0,0,0,0
81259,Chex,Gluten Free Rice Chex Cereal,1,120.0,Ounce,120.0,0.04575,5.49,4,5.49,0,1,0,1,1,0,0,0,0
131791,Jack,"Link’s Beef Strips, Original, 1 Count – Great Protein Bar, Meat Bar with 8g of Protein and 70 Calories, Gluten Free, No added MSG or Nitrates/Nitrites",1,0.9,Ounce,0.9,2.5444444444444443,2.29,5,2.29,1,1,1,1,1,0,1,0,0
228657,Amoretti,"- Cola Extract Water Soluble 2 oz - Highly Concentrated & Perfect For Pastry, Savory, Brewing, and more, Preservative Free, Vegan, Kosher Pareve, Keto Friendly",1,2.0,Ounce,2.0,15.185,30.37,5,30.37,1,1,0,0,0,0,0,0,0
21269,Black,Rifle Coffee Company Gunship Roast (Light Roast) Whole Bean Coffee,1,12.0,Ounce,12.0,1.5991666666666668,19.19,0,19.19,0,0,0,0,1,0,0,0,0
17024,SOUR,"PATCH KIDS Blue Raspberry Soft & Chewy Candy, 5 lb Bag",1,80.0,Ounce,80.0,0.059875,4.79,5,4.79,0,0,0,1,0,0,0,0,0
286405,Frontier,"Co-op Indian Black CO2 Decaf., Certified Organic, Fair Trade Certified, Kosher | 1 lb. Bulk Bag | Camellia sinensis",1,16.0,Ounce,16.0,2.79625,44.74,3,44.74,0,1,0,1,0,0,0,0,0
14079,Amazon,"Grocery, Lemonade Drink Mix, 10 packets, 1.4 Oz (Previously Happy Belly, Packaging May Vary)",1,1.4,Ounce,1.4,1.5642857142857143,2.19,6,2.19,0,0,0,0,1,0,0,0,0
129107,ANNIE'S,"'S HOMEGROWN, SNK PK, OG2, BNY GRM, FRD, 12, Pack of 4, Size 12/1 OZ - No Artificial Ingredients GMO Free 95%+ Organic4",1,1.0,Count,1.0,10.985,10.985,0,10.985,0,0,0,1,0,0,0,0,0
224077,Saratoga,Collection Sparkling Water Peach 12.0oz 6ct Can,1,72.0,Fl Oz,72.0,0.08305555555555556,5.98,0,5.98,0,0,0,0,0,0,0,0,0
125263,Bob's,"'s Red Mill Baking Powder, 14oz (Pack of 4) - Vegan, Kosher",4,14.0,Ounce,56.0,0.2785714285714286,3.9,6,15.6,1,1,0,0,1,0,0,0,0
275308,Frontier,Taco Salt-Free Seasoning - 2.25 oz,1,2.33,Ounce,2.33,1.7982832618025753,4.19,0,4.19,0,0,0,0,1,0,0,0,0
189369,Zatarains,New Orleans Traditional Creole Seasoning - 8 Oz. (Pack of 2),2,8.0,Fl Oz,16.0,0.9971875,7.9775,0,15.955,0,0,0,0,0,1,0,0,0
62153,Rani,Black Cardamom Pods (Kali Elachi) Whole Indian Spice 32oz (2lbs) 908g Bulk ~ All Natural | Vegan | Gluten Friendly | NON-GMO | Kosher | Indian Origin,1,32.0,Ounce,32.0,1.1090625,35.49,5,35.49,1,1,0,1,1,0,0,0,0
148336,Spiceology,"– Ultimate Rub Collection – 12 Gourmet Spices & Seasonings Set for Grilling, BBQ & Cooking – Perfect Spice Gift Set for Cooks, Grill Masters & Foodies – BBQ Gifts & Spice Rub Gift Set",1,1.0,Count,1.0,86.99,86.99,7,86.99,1,0,0,0,1,1,1,0,0
39817,So,"Delicious Dairy-Free Organic Coconutmilk Beverage, Unsweetened",6,32.0,Fl Oz,192.0,0.06346354166666666,2.0308333333333333,5,12.185,1,1,0,0,1,0,0,0,0
296273,Clearly,"Natural Soap Bar Glyc Vitamin E, 3 pack",1,2.0,Count,2.0,3.095,6.19,0,6.19,0,1,0,0,1,0,0,0,0
3762,ChocoMaker,"ChocoDrizzler Candy Wafers, Vanilla-Flavored Bright Blue",1,2.0,Ounce,2.0,5.24,10.48,5,10.48,0,0,0,1,1,0,0,0,0
283764,Comvita,"Manuka Honey UMF 20+ (MGO 829+) - Raw Manuka Honey New Zealand, Pure & Unpasteurized, Superfood for Immune Health, Use in Tea, Wild, Monofloral, Non-GMO - 250g (8.8 oz)",1,8.8,Ounce,8.8,10.66931818181818,93.89,5,93.89,0,1,0,0,1,1,0,0,0
167015,Master,"of Mixes Strawberry Colada Drink Mix, Ready To Use, 1 Liter Bottle (33.8 Fl Oz), Pack of 3",1,101.4,Fl Oz,101.4,0.037672583826429976,3.82,4,3.82,1,1,0,0,1,1,1,1,0
167146,Virgin,Coconut Oil 23 Ounces (Case of 6),1,138.0,Fl Oz,138.0,0.12521739130434784,17.28,0,17.28,0,0,0,0,1,0,0,0,0
88555,Albanese,World's Best Sour Mini Neon Gummi Worms,1,8.0,Ounce,8.0,3.30875,26.47,5,26.47,0,1,0,0,1,1,0,1,0
75673,Zatarain's,"'s Rice Pilaf, 6.3 OZ",1,6.3,Ounce,6.3,0.31825396825396823,2.005,0,2.005,0,0,0,0,1,0,0,0,0
133577,Greek,Gigantes Beans 280gr (6pack),1,60.0,Ounce,60.0,0.2825,16.95,0,16.95,0,0,0,0,0,0,0,0,0
208446,NUT,"CRAVINGS - Brazil Nuts Roasted & Salted - No Shell, Whole (8oz - 1 Pack) Bulk Nuts Packed Fresh in Resealable Bag - Healthy Protein Food Snack, All Natural, Keto Friendly, Vegan, Kosher",1,8.0,Ounce,8.0,1.37125,10.97,5,10.97,0,1,0,1,1,1,1,0,0
116477,Xochitl,No Salt Corn Tortilla Chips,1,9.0,Ounce,9.0,7.835555555555555,70.52,0,70.52,0,0,0,0,1,0,0,0,0
124069,Frontera,"Spicy Guacamole Mix, 4.5 Ounce Packet (Pack of 8) Pack of 2",8,2.0,Count,16.0,0.9325,1.865,0,14.92,0,0,0,0,1,0,0,0,0
274873,LorAnn,"Tropical Punch (Passion Fruit) SS Flavor, 1 dram bottle (.125 fl oz - 3.7ml - 1 teaspoon)",1,1.0,Fl Oz,1.0,6.67,6.67,6,6.67,0,0,0,1,1,0,1,1,0
156028,Folgers,Gormet Selections K-Cup Lively Columbian Medium Roast 18 Count,1,18.0,count,18.0,0.7377777777777778,13.28,0,13.28,0,0,0,0,0,0,0,0,0
126465,Torani,"Puremade Sauce, White Chocolate",1,1.0,Count,1.0,21.72,21.72,5,21.72,0,1,0,0,1,1,0,0,0
188613,Imagine,"Organic Creamy Soup, Sweet Pea, 32 oz. (Pack of 12)",12,32.0,Fl Oz,384.0,0.0615234375,1.96875,5,23.625,0,1,0,0,0,0,0,0,0
117358,KIT,"KAT Breaking Bones White Creme Snack Size, Halloween Wafer Candy Bars Bag, 10.29 oz",1,10.29,Ounce,10.29,1.0631681243926143,10.94,5,10.94,0,1,0,1,1,0,0,0,0
137859,Sage,", Ground, 0.5 Ounces (Pack of 3)",3,1.0,Ounce,3.0,1.7966666666666666,1.7966666666666666,0,5.39,0,0,0,0,0,0,0,0,0
76461,UTZ,"Old Fashioned Broken Sourdough Hards Pretzels – 64 oz Barrel – Big and Thick Classic Pretzel Knot Twist, Crunchy Sourdough Pretzel with Zero Cholesterol, 4 Pound (Pack of 1)",1,64.0,Ounce,64.0,0.15828125,10.13,5,10.13,0,0,0,1,1,0,0,0,1
144305,Maraschino,"Cherry Oolong Tea (50 tea bags, ZIN: 532627) - 3 Pack",1,150.0,Count,150.0,0.3734,56.01,5,56.01,0,1,0,1,1,0,0,0,0
108235,Sure-Jell,-Jell 100% Natural Premium Fruit Pectin 1.75 oz - PACK OF 3,1,5.25,Ounce,5.25,3.0352380952380953,15.935,0,15.935,1,1,0,0,0,0,0,0,0
203467,NY,Spice Shop Gold Shimmer Gumballs - 1 Pound Gumballs for Gumball Machine - Chewing Gum Dubble Bubble Gumballs - Fruit Flavored Gumballs Bulk Candy - Old Fashioned Candy Gumballs for Machine Refill - 50 Pcs,1,50.0,Count,50.0,0.2198,10.99,5,10.99,0,1,0,1,1,0,1,1,1
